match_id,team_name,press_pct,progressive_passes,key_passes,crosses
163,Brighton,0.3389830508474576,131.0,0.0,0.0
163,Sunderland,0.19444444444444445,124.0,0.0,0.0
164,Man City,0.49295774647887325,137.0,0.0,0.0
164,West Ham,0.2716049382716049,102.0,0.0,0.0
165,Brentford,0.2875,143.0,0.0,0.0
165,Wolves,0.3230769230769231,120.0,0.0,0.0
166,Liverpool,0.2857142857142857,156.0,0.0,0.0
166,Tottenham,0.2033898305084746,108.0,0.0,0.0
167,Arsenal,0.2647058823529412,145.0,0.0,0.0
167,Everton,0.24050632911392406,122.0,0.0,0.0
168,Crystal Palace,0.18181818181818182,117.0,0.0,0.0
168,Leeds,0.3548387096774194,133.0,0.0,0.0
169,Aston Villa,0.18032786885245902,107.0,0.0,0.0
169,Man Utd,0.4235294117647059,107.0,0.0,0.0
170,Fulham,0.2077922077922078,140.0,0.0,0.0
170,Nottingham Forest,0.34285714285714286,148.0,0.0,0.0
171,Man Utd,0.13157894736842105,115.0,0.0,0.0
171,Newcastle,0.4492753623188406,153.0,0.0,0.0
172,Man City,0.4067796610169492,112.0,0.0,0.0
172,Nottingham Forest,0.11864406779661017,108.0,0.0,0.0
173,Arsenal,0.36666666666666664,135.0,0.0,0.0
173,Brighton,0.4444444444444444,136.0,0.0,0.0
174,Bournemouth,0.4788732394366197,142.0,0.0,0.0
174,Brentford,0.15384615384615385,146.0,0.0,0.0
175,Burnley,0.39344262295081966,166.0,0.0,0.0
175,Everton,0.22784810126582278,139.0,0.0,0.0
176,Liverpool,0.3472222222222222,168.0,0.0,0.0
176,Wolves,0.19696969696969696,122.0,0.0,0.0
177,Fulham,0.3114754098360656,153.0,0.0,0.0
177,West Ham,0.2191780821917808,129.0,0.0,0.0
178,Aston Villa,0.1346153846153846,107.0,0.0,0.0
178,Chelsea,0.5476190476190477,140.0,0.0,0.0
179,Leeds,0.4098360655737705,129.0,0.0,0.0
179,Sunderland,0.15555555555555556,125.0,0.0,0.0
180,Crystal Palace,0.4235294117647059,186.0,0.0,0.0
180,Tottenham,0.1566265060240964,144.0,0.0,0.0
181,Burnley,0.3023255813953488,132.0,0.0,0.0
181,Newcastle,0.2631578947368421,141.0,0.0,0.0
182,Bournemouth,0.15584415584415584,104.0,0.0,0.0
182,Chelsea,0.37681159420289856,166.0,0.0,0.0
183,Everton,0.14864864864864866,124.0,0.0,0.0
183,Nottingham Forest,0.4155844155844156,192.0,0.0,0.0
184,Brighton,0.34523809523809523,158.0,0.0,0.0
184,West Ham,0.21951219512195122,129.0,0.0,0.0
185,Arsenal,0.5454545454545454,92.0,0.0,0.0
185,Aston Villa,0.09090909090909091,85.0,0.0,0.0
186,Man Utd,0.3125,132.0,0.0,0.0
186,Wolves,0.15873015873015872,101.0,0.0,0.0
187,Crystal Palace,0.20689655172413793,129.0,0.0,0.0
187,Fulham,0.2777777777777778,162.0,0.0,0.0
188,Leeds,0.2,112.0,0.0,0.0
188,Liverpool,0.30357142857142855,166.0,0.0,0.0
189,Brentford,0.3333333333333333,151.0,0.0,0.0
189,Tottenham,0.25,146.0,0.0,0.0
190,Man City,0.14285714285714285,153.0,0.0,0.0
190,Sunderland,0.35443037974683544,118.0,0.0,0.0
191,Aston Villa,0.5735294117647058,136.0,0.0,0.0
191,Nottingham Forest,0.1891891891891892,88.0,0.0,0.0
192,Brighton,0.38095238095238093,132.0,0.0,0.0
192,Burnley,0.3125,107.0,0.0,0.0
193,West Ham,0.43661971830985913,167.0,0.0,0.0
193,Wolves,0.14925373134328357,88.0,0.0,0.0
194,Arsenal,0.34177215189873417,143.0,0.0,0.0
194,Bournemouth,0.2786885245901639,135.0,0.0,0.0
195,Leeds,0.3132530120481928,152.0,0.0,0.0
195,Man Utd,0.22784810126582278,160.0,0.0,0.0
196,Brentford,0.26582278481012656,140.0,0.0,0.0
196,Everton,0.375,132.0,0.0,0.0
197,Crystal Palace,0.26744186046511625,108.0,0.0,0.0
197,Newcastle,0.30666666666666664,160.0,0.0,0.0
198,Sunderland,0.3880597014925373,131.0,0.0,0.0
198,Tottenham,0.3880597014925373,123.0,0.0,0.0
199,Fulham,0.11864406779661017,125.0,0.0,0.0
199,Liverpool,0.3409090909090909,153.0,0.0,0.0
200,Chelsea,0.22972972972972974,108.0,0.0,0.0
200,Man City,0.5813953488372093,120.0,0.0,0.0
201,Nottingham Forest,0.2,155.0,0.0,0.0
201,West Ham,0.3157894736842105,143.0,0.0,0.0
202,Bournemouth,0.27631578947368424,116.0,0.0,0.0
202,Tottenham,0.1506849315068493,144.0,0.0,0.0
203,Brentford,0.3225806451612903,125.0,0.0,0.0
203,Sunderland,0.26785714285714285,127.0,0.0,0.0
204,Aston Villa,0.32142857142857145,132.0,0.0,0.0
204,Crystal Palace,0.2857142857142857,118.0,0.0,0.0
205,Everton,0.43859649122807015,107.0,0.0,0.0
205,Wolves,0.27692307692307694,131.0,0.0,0.0
206,Chelsea,0.3275862068965517,117.0,0.0,0.0
206,Fulham,0.3387096774193548,136.0,0.0,0.0
207,Brighton,0.20481927710843373,120.0,0.0,0.0
207,Man City,0.4605263157894737,143.0,0.0,0.0
208,Burnley,0.2835820895522388,113.0,0.0,0.0
208,Man Utd,0.25316455696202533,155.0,0.0,0.0
209,Leeds,0.32051282051282054,127.0,0.0,0.0
209,Newcastle,0.24242424242424243,126.0,0.0,0.0
210,Arsenal,0.40816326530612246,114.0,0.0,0.0
210,Liverpool,0.2,121.0,0.0,0.0
211,Man City,0.3508771929824561,121.0,0.0,0.0
211,Man Utd,0.2,116.0,0.0,0.0
212,Brentford,0.2898550724637681,126.0,0.0,0.0
212,Chelsea,0.2878787878787879,111.0,0.0,0.0
213,Fulham,0.2962962962962963,144.0,0.0,0.0
213,Leeds,0.3333333333333333,134.0,0.0,0.0
214,Burnley,0.2857142857142857,114.0,0.0,0.0
214,Liverpool,0.3018867924528302,191.0,0.0,0.0
215,Crystal Palace,0.2833333333333333,132.0,0.0,0.0
215,Sunderland,0.44642857142857145,139.0,0.0,0.0
216,Tottenham,0.3670886075949367,152.0,0.0,0.0
216,West Ham,0.12643678160919541,106.0,0.0,0.0
217,Arsenal,0.2857142857142857,144.0,0.0,0.0
217,Nottingham Forest,0.20454545454545456,121.0,0.0,0.0
218,Newcastle,0.3392857142857143,132.0,0.0,0.0
218,Wolves,0.14814814814814814,99.0,0.0,0.0
219,Aston Villa,0.3225806451612903,115.0,0.0,0.0
219,Everton,0.2727272727272727,118.0,0.0,0.0
220,Bournemouth,0.175,110.0,0.0,0.0
220,Brighton,0.43478260869565216,164.0,0.0,0.0
221,Sunderland,0.32075471698113206,129.0,0.0,0.0
221,West Ham,0.22950819672131148,140.0,0.0,0.0
222,Burnley,0.3181818181818182,123.0,0.0,0.0
222,Tottenham,0.3627450980392157,135.0,0.0,0.0
223,Brighton,0.34782608695652173,135.0,0.0,0.0
223,Fulham,0.2641509433962264,143.0,0.0,0.0
224,Man City,0.5,121.0,0.0,0.0
224,Wolves,0.15384615384615385,102.0,0.0,0.0
225,Bournemouth,0.125,109.0,0.0,0.0
225,Liverpool,0.3392857142857143,174.0,0.0,0.0
226,Brentford,0.4,159.0,0.0,0.0
226,Nottingham Forest,0.19444444444444445,104.0,0.0,0.0
227,Chelsea,0.2903225806451613,135.0,0.0,0.0
227,Crystal Palace,0.3181818181818182,133.0,0.0,0.0
228,Aston Villa,0.2727272727272727,123.0,0.0,0.0
228,Newcastle,0.27058823529411763,168.0,0.0,0.0
229,Arsenal,0.32727272727272727,106.0,0.0,0.0
229,Man Utd,0.29411764705882354,116.0,0.0,0.0
230,Everton,0.3287671232876712,136.0,0.0,0.0
230,Leeds,0.20212765957446807,144.0,0.0,0.0
